epoch,accuracy,loss,val_accuracy,val_loss
0,0.3500160276889801,2.0537614822387695,0.3433000147342682,2.098982095718384
1,0.5177053213119507,1.4670193195343018,0.6209999918937683,1.227441668510437
2,0.6134704947471619,1.2067091464996338,0.6898000240325928,1.0480777025222778
3,0.6674887537956238,1.0663206577301025,0.7263000011444092,0.9343960881233215
4,0.7012953162193298,0.9827852249145508,0.7427999973297119,0.8747618198394775
5,0.7241939306259155,0.9260672330856323,0.7843999862670898,0.7801164388656616
6,0.7440648078918457,0.8862766623497009,0.7833999991416931,0.7722349166870117
7,0.757017970085144,0.8657293915748596,0.7853999733924866,0.811436116695404
8,0.7729988694190979,0.82826167345047,0.8156999945640564,0.7141965627670288
9,0.7787536382675171,0.8144826292991638,0.8277999758720398,0.6823814511299133
10,0.7861124277114868,0.7980939149856567,0.8216000199317932,0.7098363041877747
11,0.793691873550415,0.7912736535072327,0.819599986076355,0.7386566996574402
12,0.8013113737106323,0.776570737361908,0.8173999786376953,0.741185188293457
13,0.8195379972457886,0.7319081425666809,0.847100019454956,0.6511892676353455
14,0.8264557123184204,0.7073836326599121,0.854200005531311,0.6402286887168884
15,0.8291025161743164,0.6977282166481018,0.8496000170707703,0.6404446959495544
16,0.8327518701553345,0.6870629191398621,0.8453999757766724,0.6489769816398621
17,0.8351178765296936,0.6812825202941895,0.8547999858856201,0.6319856643676758
18,0.8393487334251404,0.6696636080741882,0.8586000204086304,0.6165729761123657
19,0.8424566984176636,0.6663782596588135,0.8695999979972839,0.5916727781295776
20,0.8419353365898132,0.6617449522018433,0.852400004863739,0.6404116749763489
21,0.8450633883476257,0.6545308828353882,0.864300012588501,0.603928804397583
22,0.8507378697395325,0.6464552283287048,0.8680999875068665,0.5894469618797302
23,0.8516001105308533,0.6432483792304993,0.8640999794006348,0.6247254610061646
24,0.85422682762146,0.6368754506111145,0.871999979019165,0.5820890069007874
25,0.8569738268852234,0.6319001913070679,0.8745999932289124,0.5870649218559265
26,0.8577959537506104,0.6299262046813965,0.8745999932289124,0.5811471343040466
27,0.8581568598747253,0.629004180431366,0.8744000196456909,0.5804749131202698
28,0.8606231808662415,0.6213954091072083,0.8765000104904175,0.5789924263954163
29,0.861465334892273,0.6218286156654358,0.8744000196456909,0.5785109996795654
30,0.8632498979568481,0.6158628463745117,0.8697999715805054,0.6042326092720032
31,0.8664982318878174,0.6068840622901917,0.881600022315979,0.5709197521209717
32,0.8647938966751099,0.6087921261787415,0.8769000172615051,0.5748492479324341
33,0.8661774396896362,0.610327959060669,0.8608999848365784,0.6186003088951111
34,0.8683229088783264,0.6048403978347778,0.8809999823570251,0.5741110444068909
35,0.8792709112167358,0.5719164609909058,0.8774999976158142,0.5853815674781799
36,0.8794112801551819,0.5638588070869446,0.8910999894142151,0.5373151898384094
37,0.8818174600601196,0.5516383647918701,0.8889999985694885,0.5416238307952881
38,0.8832611441612244,0.5506464242935181,0.8888000249862671,0.5444730520248413
39,0.8859480023384094,0.5421704053878784,0.8934000134468079,0.5302465558052063
40,0.8842035531997681,0.5435932874679565,0.882099986076355,0.5594617128372192
41,0.8868503570556641,0.5341803431510925,0.8766000270843506,0.5691537261009216
42,0.8881536722183228,0.5292441844940186,0.8937000036239624,0.5232684016227722
43,0.8876724243164062,0.5282363891601562,0.8937000036239624,0.5157008767127991
44,0.8895372152328491,0.5197996497154236,0.8873000144958496,0.5414539575576782
45,0.8880534172058105,0.5219770669937134,0.8859999775886536,0.5349579453468323
46,0.892123818397522,0.5136341452598572,0.8981000185012817,0.508158266544342
47,0.8897778391838074,0.5195634961128235,0.8877999782562256,0.5234820246696472
48,0.8901187181472778,0.5137643814086914,0.8809000253677368,0.5556504726409912
49,0.891762912273407,0.5108365416526794,0.8762999773025513,0.56638503074646
50,0.9005854725837708,0.48767897486686707,0.8964999914169312,0.5015830397605896
51,0.9009063243865967,0.4775069057941437,0.8999999761581421,0.4874541163444519
52,0.900826096534729,0.4753536283969879,0.8999999761581421,0.48674023151397705
53,0.904796302318573,0.4640745222568512,0.8984000086784363,0.4898788034915924
54,0.9061798453330994,0.4616086184978485,0.89410001039505,0.5121702551841736
55,0.9053376913070679,0.4596942067146301,0.8988000154495239,0.4781820774078369
56,0.9060795903205872,0.4549808204174042,0.8991000056266785,0.4755589962005615
57,0.9054379463195801,0.4523136615753174,0.8942000269889832,0.4988555610179901
