epoch,accuracy,loss,val_accuracy,val_loss
58,0.9051772356033325,0.45687586069107056,0.8913999795913696,0.503603994846344
59,0.9075633883476257,0.4460780918598175,0.9031000137329102,0.4677993655204773
60,0.9092877507209778,0.44397667050361633,0.8950999975204468,0.49648284912109375
61,0.9076836705207825,0.4442822337150574,0.8977000117301941,0.48122793436050415
62,0.9087063074111938,0.4414210021495819,0.8955000042915344,0.4833683669567108
63,0.9137792587280273,0.4262750446796417,0.9059000015258789,0.454897940158844
64,0.9165664315223694,0.41495153307914734,0.9014000296592712,0.47172069549560547
65,0.9170677065849304,0.408302903175354,0.9013000130653381,0.47249120473861694
66,0.9164260625839233,0.4111754894256592,0.9054999947547913,0.4508364796638489
67,0.917228102684021,0.4063451588153839,0.902899980545044,0.45629632472991943
68,0.9172481298446655,0.40760353207588196,0.9045000076293945,0.44800782203674316
69,0.9185715317726135,0.402249276638031,0.8938000202178955,0.477186918258667
70,0.9188321828842163,0.39540842175483704,0.9103000164031982,0.4354790449142456
71,0.9191730618476868,0.3962862193584442,0.9088000059127808,0.43846333026885986
72,0.9194738268852234,0.3960053622722626,0.907800018787384,0.44091323018074036
73,0.9198949337005615,0.3900817036628723,0.9086999893188477,0.44247469305992126
74,0.926150918006897,0.37393370270729065,0.9075999855995178,0.4359404742717743
75,0.92460697889328,0.37522897124290466,0.911899983882904,0.4222448766231537
76,0.926251232624054,0.36926665902137756,0.9078999757766724,0.43193578720092773
77,0.9277550578117371,0.36492541432380676,0.9081000089645386,0.4315384328365326
78,0.9277149438858032,0.3635200262069702,0.9036999940872192,0.4420190453529358
79,0.9300609827041626,0.35445132851600647,0.911899983882904,0.4194682240486145
80,0.9309031367301941,0.3499946594238281,0.9086999893188477,0.4235078990459442
81,0.9316850900650024,0.3473496437072754,0.9077000021934509,0.4336756467819214
82,0.9340912699699402,0.3437325358390808,0.9143999814987183,0.40776655077934265
83,0.9328280687332153,0.34492695331573486,0.9111999869346619,0.4191010296344757
84,0.9328280687332153,0.3406493663787842,0.9147999882698059,0.40787726640701294
85,0.9334496259689331,0.34004682302474976,0.9151999950408936,0.40760180354118347
86,0.9351339340209961,0.3335927128791809,0.9144999980926514,0.4062720537185669
87,0.935815691947937,0.3331175744533539,0.9114000201225281,0.41523057222366333
88,0.9360162019729614,0.3282856047153473,0.9146000146865845,0.4023269712924957
89,0.9347128868103027,0.33145755529403687,0.9122999906539917,0.41914311051368713
90,0.9347329139709473,0.3299315273761749,0.9124000072479248,0.4170663058757782
91,0.9360964298248291,0.32694607973098755,0.9063000082969666,0.4353664517402649
92,0.9383822679519653,0.32108455896377563,0.9139000177383423,0.40861403942108154
93,0.9390640258789062,0.31726789474487305,0.9185000061988831,0.40004175901412964
94,0.9406881332397461,0.31234210729599,0.9169999957084656,0.4040616452693939
95,0.940648078918457,0.3119228780269623,0.916100025177002,0.4032299816608429
96,0.9389035701751709,0.3138898015022278,0.9142000079154968,0.40210843086242676
97,0.9424125552177429,0.30660155415534973,0.9160000085830688,0.40246957540512085
98,0.9416706562042236,0.30622535943984985,0.9171000123023987,0.3962821662425995
99,0.9420516490936279,0.30337396264076233,0.9179999828338623,0.404037743806839
100,0.9431344270706177,0.30101391673088074,0.9189000129699707,0.39586931467056274
101,0.9429740309715271,0.3005041182041168,0.9179999828338623,0.3967874050140381
102,0.9435755610466003,0.2987673580646515,0.9190000295639038,0.39043128490448
103,0.9442172050476074,0.2959821820259094,0.9164999723434448,0.4015606939792633
104,0.942913830280304,0.2974216938018799,0.9175999760627747,0.39952877163887024
105,0.9439164400100708,0.2939755320549011,0.916700005531311,0.39772042632102966
106,0.9434552192687988,0.2945829927921295,0.917900025844574,0.38967302441596985
107,0.9450392723083496,0.2934262752532959,0.9168000221252441,0.39801397919654846
108,0.9455004930496216,0.29087623953819275,0.9157000184059143,0.40196654200553894
109,0.9459015130996704,0.2909740209579468,0.9187999963760376,0.3925415575504303
110,0.9466634392738342,0.288246750831604,0.9158999919891357,0.39949798583984375
111,0.9455606341362,0.29047226905822754,0.9165999889373779,0.39806655049324036
112,0.9474454522132874,0.28366896510124207,0.9161999821662903,0.39538609981536865
113,0.9473451972007751,0.2858339548110962,0.9175999760627747,0.3915746212005615
114,0.9474053382873535,0.2842050790786743,0.917900025844574,0.39438915252685547
115,0.9467636942863464,0.28158441185951233,0.9210000038146973,0.38860198855400085
116,0.9476259350776672,0.28153061866760254,0.9192000031471252,0.3897600769996643
117,0.9474855661392212,0.2836969792842865,0.919700026512146,0.3911038637161255
118,0.9471848011016846,0.28119727969169617,0.9204000234603882,0.3857975900173187
119,0.9480068683624268,0.2802404761314392,0.919700026512146,0.38801440596580505
120,0.9503328800201416,0.27658385038375854,0.9199000000953674,0.38927847146987915
121,0.9477863311767578,0.28048980236053467,0.9187999963760376,0.39007338881492615
122,0.9490896463394165,0.276959627866745,0.9196000099182129,0.39088892936706543
123,0.9481673240661621,0.2804141044616699,0.9197999835014343,0.38917332887649536
124,0.9496310353279114,0.2750842869281769,0.9193999767303467,0.3886963725090027
125,0.9500120282173157,0.2752041816711426,0.9186999797821045,0.3911062777042389
126,0.9491097331047058,0.27639690041542053,0.9194999933242798,0.39097723364830017
127,0.9498917460441589,0.2767210304737091,0.9189000129699707,0.3900880813598633
128,0.9481272101402283,0.2775241434574127,0.9194999933242798,0.3897414207458496
129,0.9508341550827026,0.2747108042240143,0.9192000031471252,0.3886794447898865
130,0.951255202293396,0.2735518515110016,0.9190999865531921,0.3891529440879822
131,0.9489893913269043,0.2754499316215515,0.9190000295639038,0.38960254192352295
132,0.948708713054657,0.27743831276893616,0.9190000295639038,0.3878794312477112
133,0.9494906663894653,0.27686119079589844,0.9193999767303467,0.3893693685531616
134,0.9498115181922913,0.2753826975822449,0.9197999835014343,0.38891905546188354
135,0.9516963362693787,0.27134811878204346,0.9193000197410583,0.39097192883491516
136,0.9503729343414307,0.2715243697166443,0.9190999865531921,0.3901258707046509
137,0.9493904113769531,0.27458447217941284,0.9185000061988831,0.3916264772415161
138,0.9510546922683716,0.2720125615596771,0.9186999797821045,0.3909154236316681
139,0.9495909810066223,0.27406707406044006,0.9193000197410583,0.3903402090072632
140,0.9503729343414307,0.27238383889198303,0.9189000129699707,0.38993895053863525
141,0.9499719142913818,0.2735346555709839,0.9180999994277954,0.39185667037963867
142,0.9496711492538452,0.27355948090553284,0.919700026512146,0.38896632194519043
143,0.9510145783424377,0.27253296971321106,0.9200000166893005,0.38942670822143555
144,0.9509344100952148,0.2711394131183624,0.9192000031471252,0.3904362916946411
145,0.9495307803153992,0.27101531624794006,0.9179999828338623,0.3912351131439209
146,0.9506937861442566,0.27001410722732544,0.9193999767303467,0.38942065834999084
147,0.9494104981422424,0.2719082832336426,0.9187999963760376,0.3893517255783081
148,0.9503328800201416,0.2730622887611389,0.9185000061988831,0.39026856422424316
149,0.9504331350326538,0.2696569561958313,0.9194999933242798,0.3918798267841339
